,nbo words,nbo word count,review words,review word count,descrip words,descrip word count
8410,park/zoo,1,though;,1,luxury),2
8411,"street),",1,"angles,",1,said:,2
8412,variety.,1,oddments,1,"""this",2
8413,"bars/clubs/nightlife,",1,crockery.,1,"distance.""",2
8414,metro/bicycle/taxi/drive,1,mugs,1,"landmarks.""",2
8415,gardens),1,va.,1,"""i",2
8416,redline,1,mr.anthony's,1,decoration,2
8417,(manhattan,1,think.,1,vehicle!,2
8418,"bears,",1,aswell,1,interests,2
8419,degree,1,accomadating,1,-living,2
8420,towers.,1,kicker.,1,sofas.,2
8421,prayer,1,"soon,",1,stars),2
8422,"religion,",1,traveling....,1,star),2
8423,"orthodox,",1,sinmple,1,"d6,",2
8424,jewish,1,ym,1,(right,2
8425,temples,1,"zealand,",1,driving.,2
8426,mosque!,1,asap.,1,2014!,2
8427,katzen,1,rte,1,senate/house,2
8428,count.,1,michigan,1,sup.,2
8429,vace's,1,#4,1,dc!!!,2
8430,delicatessen,1,(depends,1,"government,",2
8431,"pastas,",1,driver).,1,team.,2
8432,wine!).,1,said:,1,heat/ac,2
8433,nanny,1,neirbourhood.,1,ideas,2
8434,o'brien's-,1,"material,",1,(travel,2
8435,pub.,1,advices.,1,request).,2
8436,mussels,1,meals).,1,retail.,2
8437,beligian,1,flashlights,1,child's,2
8438,theater!,1,thunderstorm.,1,695,2
8439,calmed,1,outside!!.,1,"march,",2
8440,(max,1,memorable!!,1,"event,",2
8441,hive,1,accesible.,1,logs,2
8442,shuttle,1,acquinted,1,*kitchen,2
8443,circulator),1,fooseball.,1,"states,",2
8444,(woodley,1,greyhound,1,sinks.,2
8445,park/adams,1,.anthony,1,125,2
8446,morgan),1,sympatic,1,today,2
8447,"amys,",1,linen.,1,vinyl,2
8448,"barcelona,",1,vacuum,1,oodles,2
8449,"raku,",1,zealand),1,20min,2
8450,"piquette,",1,goody,1,"1880's,",2
8451,cactus,1,"costs,",1,"affluent,",2
8452,"cantina,",1,"sunday,",1,"rokutv,",2
8453,3/4,1,experience.we,1,"(museums,",2
8454,buying,1,bless!,1,"parlor,",2
8455,"breeze,",1,bedding.,1,"artisans,",2
8456,enthusiast!,1,intimedating,1,contain,2
8457,"park,adams",1,eficientcy,1,stops:,2
8458,conventions,1,",comfortable",1,"recliners,",2
8459,"connecticut,",1,professionally.,1,special:,2
8460,"calvert,",1,bearings,1,savor,2
8461,hotels.,1,nece,1,(seats,2
8462,here!!,1,"metro,town",1,dome,2
8463,inauguration),1,cooks,1,finishing,2
8464,vacationer's,1,"slowly,",1,brimming,2
8465,frankly,1,recommendstaying,1,namesake,2
8466,resident's),1,buslines,1,"conveniences,",2
8467,dream.,1,park-and-ride,1,1-6,2
8468,helping,1,super-fast,1,"full-size,",2
8469,(e.g.,1,"reservations,",1,trade,2
8470,mini-mart,1,cua,1,sidewalks,2
8471,essentials.,1,yeards,1,stool,2
8472,phenomenon,1,purchased,1,stackable,2
8473,harry,1,london,1,cemetery.,2
8474,wardman.,1,infrequent.,1,ninja,2
8475,cost,1,electrics,1,provide!,2
8476,36%,1,cooker,1,"ba,",2
8477,higher,1,kellie,1,barracks.,2
8478,"average,",1,pricy.,1,pleasantville,2
8479,270%,1,<1,1,pushing,2
8480,average.,1,parties,1,"exercising,",2
8481,central.,1,(5+,1,strolls.,2
8482,manhattan,1,pax).,1,mind!,2
8483,(i.e.,1,relying,1,antiquity,2
8484,city),1,warm(we,1,selling,2
8485,capitals.,1,november),1,108,2
8486,"pedigree,",1,quiet.the,1,couch).,2
8487,pleaser.,1,chineses,1,disclosure:,2
8488,--an,1,ammenities,1,"directv,",2
8489,art-deco,1,tiniest,1,(jan,2
8490,"deck,",1,enquiry.,1,unit!,2
8491,patios,1,downtown).,1,banks,2
8492,weather.,1,"(fridge,",1,"representatives,",2
8493,mussel,1,privacy;,1,blue-orange-silver,2
8494,"7eleven,",1,spacious;,1,"tp,",2
8495,anywhere:,1,fight,1,adjust,2
8496,circle;,1,couldn’t.,1,farmer,2
8497,smithsonian;,1,conception,1,violated.,2
8498,favorites...,1,hourly.,1,(incl,2
8499,shop:,1,installed.,1,tips.,2
8500,coffeehouse,1,wai,1,vibrancy,2
8501,"neighborhood,is",1,whols,1,lauren,2
8502,wdc,1,shambles,1,fix,2
8503,",where",1,unsuitable,1,homeowners,2
8504,pres.obama,1,no.,1,anytime!,2
8505,trump/kushner,1,proposed,1,invited,2
8506,",recreational",1,matthews,1,"""english",2
8507,magnificent,1,undo,1,"basement""",2
8508,"uncrowded,",1,depict.,1,4-6.,2
8509,"redline,",1,spic,1,cityscape.,2
8510,haunts,1,knick,1,chef`s,2
8511,tono,1,knacks-,1,bar),2
8512,nando's,1,kids-,1,lining,2
8513,peri,1,though)-,1,park).,2
8514,"peri,",1,replacinrg,1,marble-tiled,2
8515,robbins,1,use:-),1,everything;,2
8516,dessert.,1,"flow),",1,saw,2
8517,villages,1,optimistic!,1,"up,",2
8518,first-rate,1,regulatory,1,supremely,2
8519,--great,1,requirement,1,space;,2
8520,animal,1,"spiders,",1,"east,",2
8521,lovers?,1,options!!!,1,pictures).,2
8522,trappings,1,subject,1,approval,2
8523,prize,1,description),1,terr,2
8524,owner-occupied,1,asthma,1,barrel,2
8525,maintained.,1,patients,1,(i.e.,2
8526,bicycling,1,(anthony,1,ups,2
8527,"nicest,",1,quality!),1,gwu/foggy,2
8528,post.,1,"""just",1,shoji,2
8529,terms,1,"toothbrush!"".",1,divider,2
8530,centered,1,truth.,1,2x,2
8531,"namesake,",1,oats,1,4-min,2
8532,minute's,1,(left,1,everyt,2
8533,drag.,1,maintainance,1,maxed,2
8534,enclave,1,upkeep,1,tankless,2
8535,"furnished,",1,money!!!!,1,black-out,2
8536,"relaxing,",1,downs,1,film,2
8537,au,1,(mistmatched,1,1907,2
8538,tenleytown.,1,"chairs,",1,radiator,2
8539,apt.,1,knobs,1,bookcase,2
8540,tenleytown,1,it!),1,digs,2
8541,friendship,1,cticking,1,"fully-equipped,",2
8542,glover,1,spiders,1,"easily,",2
8543,"gtown,",1,humidier,1,self-inflating,2
8544,farraguet,1,dingy,1,gadgets,2
8545,"n4,",1,claustrophobic:,1,encouraged.,2
8546,"n6,",1,on/off,1,vacuum,2
8547,n2,1,remotely.,1,decor;,2
8548,19th-,1,dingy.,1,botanic,2
8549,washingtonians,1,7.,1,physically,2
8550,escaped,1,online!,1,avai,2
8551,heat.,1,possibility.,1,supportive,2
8552,"hotels,",1,sleepers,1,younger,2
8553,marilyn,1,opinion,1,stairs!),2
8554,"bridges,",1,surround,1,phone/text,2
8555,taft,1,capital/white,1,"friend,",2
8556,ellington.,1,easy/safe,1,pups,2
8557,backs,1,itslef,1,cleaning.,2
8558,pandas.,1,damage,1,remove,2
8559,cinch:,1,crazy.,1,undercover,2
8560,andean,1,really.,1,"superb,",2
8561,bears,1,disappear,1,120+,2
8562,white-faced,1,randomly...,1,recommendation.,2
8563,"gibbons,",1,2transactions,1,"""home"".",2
8564,"1,800",1,anothony,1,(fifteen,2
8565,animals,1,asap,1,bedroom/bathroom,2
8566,stars,1,extermely,1,"""walker's",2
8567,"pandas,",1,unkind.,1,-washer,2
8568,critters,1,fuming,1,shade,2
8569,komodo,1,",telling",1,one-half,2
8570,dragons,1,listening,1,cl,2
8571,elephants,1,unaware,1,designers.,2
8572,outsized,1,happen!,1,textures,2
8573,habitat.,1,sarcastic,1,avid,2
8574,carousel,1,videos,1,"balls,",2
8575,"horses,",1,assure,1,discount!,2
8576,rhinos,1,begged,1,executives,2
8577,ostriches,1,pleaded,1,compatible,2
8578,appeals,1,filling,1,"radio,",2
8579,ncindc,1,report,1,"transportation,1.5",2
8580,flickr,1,neccessary,1,"disposer,",2
8581,idaho,1,damages,1,"bags,",2
8582,klingle,1,hazzards,1,(table,2
8583,rodman,1,instructed,1,temperatures,2
8584,tilden,1,befroe,1,dormitory,2
8585,found.,1,agreement.,1,picnics.,2
8586,deco,1,arrives,1,lines!,2
8587,"1930,",1,richmond,1,cemetery,2
8588,itís,1,internship.,1,"w/cable,",2
8589,intended,1,travelrs,1,listings:,2
8590,conditioning,1,skills.,1,https://www.airbnb.com/users/487806/listings,2
8591,"windows,",1,service:,1,mini-house,2
8592,overhanging,1,alwasys,1,prefer.,2
8593,eaves.,1,rightt!?,1,in:,2
8594,electric,1,dosent,1,earlier.,2
8595,"1890s,",1,yesterday.,1,lockers&a,2
8596,neighborhoodís,1,today,1,thousand,2
8597,"destination,",1,intimacy,1,semi-basement,2
8598,"independent,",1,shape,1,particularly,2
8599,"suite,",1,station;,1,stre,2
8600,(light,1,frazzled,1,2).,2
8601,rail),1,",place",1,knowledgeable,2
8602,"antique,",1,",anthony",1,requesting,2
8603,girard,1,key-less,1,you!***,2
8604,attached.,1,option!,1,tub/shower.,2
8605,reprieve,1,fridge/,1,"owners,",2
8606,papuserias.,1,toddler).,1,"""walkers",2
8607,allows,1,operate.,1,future!,2
8608,beach,1,frozen,1,fireplaces,2
8609,anyone?,1,eggs!,1,rooms:,2
8610,"right,",1,broom,1,takeout,2
8611,aplenty.,1,loose.,1,over-sized,2
8612,soon,1,upstate,1,"(""america's",2
8613,out?,1,7+,1,"yard"")",2
8614,afield?,1,vendors,1,lyft/uber,2
8615,8-6,1,paper's,1,"oven),",2
8616,points.,1,crafty,1,infamous,2
8617,(https://www.airbnb.com/rooms/1185566#neighborhood).,1,bastards,1,gift,2
8618,worlds:,1,craft,1,dating,2
8619,"mola,",1,contend,1,gather,2
8620,in?,1,"selling,",1,lounging.,2
8621,fully-equipped,1,claustrophobic.,1,"armory,",2
8622,tired,1,plate.,1,dwellers,2
8623,both.,1,cons.,1,96!,2
8624,conveniences:,1,pricing,1,footage,2
8625,ethnocultural,1,grandparents',1,area:,2
8626,"worship,",1,push-button,1,nook:,2
8627,whisking,1,budget;,1,cell.,2
8628,locations.,1,stone-throw,1,most.,2
8629,granite,1,matter.,1,bars:,2
8630,"countertops,",1,inaguration.we,1,highlight,2
8631,washer,1,"payment,",1,tenleytown.,2
8632,dryer.,1,location(10,1,stops;,2
8633,collectors,1,'lodging',1,"appletv,",2
8634,adorned,1,had:,1,"interested,",2
8635,lighting,1,fresh...the,1,artistic,2
8636,throughout.,1,price-tag,1,"vintage,",2
8637,applauded,1,attached!,1,"2-story,",2
8638,redrock,1,behoove,1,tuck,2
8639,ballroom),1,accomodations!,1,"armchairs,",2
8640,"enjoy,",1,mel,1,loveliest,2
8641,none,1,*****,1,eye,2
8642,bikeride,1,counts.,1,90!,2
8643,sensible.,1,"kip,",1,pedestrian-friendly,2
8644,"theatres,",1,range.,1,marked,2
8645,niteclub,1,"bowl,",1,fifteen,2
8646,1810,1,liz).,1,wonde,2
8647,connecting,1,"features,",1,third-floor,2
8648,"(pharmacy),",1,gutted,1,table/desk,2
8649,"(groceries),",1,rehabbed,1,tech,2
8650,(groceries),1,ago.,1,barbershop.,2
8651,(gourmet/specialty,1,mellow.,1,vast,2
8652,grocery).,1,metro.kip,1,noted,2
8653,experimental,1,echo,1,"steps,",2
8654,"vegan,",1,already:,1,bedroom/2.5,2
8655,st/adams,1,recommendation!,1,(.3,2
8656,morgan/logan,1,winter),1,market).,2
8657,studios—,1,teenager,1,"clinic,",2
8658,5-15,1,ron,1,snug,2
8659,1727,1,noches,1,dinner.,2
8660,suburb.,1,increible!!,1,cable).,2
8661,1791.,1,"comoda,",1,11pm.,2
8662,anything.,1,habitacion,1,"tools,",2
8663,coffee/bar,1,limpia,1,response.,2
8664,(flying,1,necesitaba.,1,townhouses,2
8665,"fish),",1,ubicacion,1,bump,2
8666,"gem),",1,nocturna,1,elbows,2
8667,"music/events,",1,atractivos,1,senators,2
8668,heller's,1,turiscos,1,jimmy's,2
8669,44,1,cuadra,1,cheeses.,2
8670,guidebook.,1,tuve,1,"kcups,",2
8671,night-life.,1,contacto,1,"blossom,",2
8672,"noisy,",1,compartir,1,awaken,2
8673,"considerably,",1,"cerveza,",1,set.,2
8674,"studios,odd",1,"cena,",1,"recently-renovated,",2
8675,"buy,and",1,paseo,1,children).,2
8676,complex),1,aluna,1,fully-,2
8677,(opens,1,otra,1,desktop,2
8678,seeing.,1,charla!!,1,"stadiu,",2
8679,(purple,1,comodo,1,"heaven,",2
8680,notables).,1,llegue.,1,access!!,2
8681,coupon,1,dudas,1,(amtrak).,2
8682,user.,1,volveria,1,"planes,",2
8683,(uberx,1,estar,1,automobile,2
8684,frugal,1,"ahi,",1,unit:,2
8685,option).,1,reciben,1,"(shower,",2
8686,meridien,1,gente,1,95,2
8687,"picnicking,",1,saben,1,"including,",2
8688,(dc’s,1,hacerlo!!,1,sometimes.,2
8689,“central,1,estamos,1,welcoming!,2
8690,modells,1,viendo,1,wolf,2
8691,(designer,1,pronto!!!,1,crisp,2
8692,shoes,1,ease;,1,recline,2
8693,"warehouse),",1,rowhouses,1,fine.,2
8694,cheaper,1,businesses.,1,well-equipped.,2
8695,money,1,storefronts,1,-air,2
8696,fixed,1,route.,1,ensures,2
8697,fee),1,confines,1,dine.,2
8698,waste,1,definitelty,1,rose,2
8699,.walk,1,accomindations,1,teen,2
8700,1/4,1,airconditioned,1,natives,2
8701,experiences.,1,home!!!,1,residential.,2
8702,areas--a,1,dc...!!!,1,home`s,2
8703,(mexican,1,ideas.,1,"nursery,",2
8704,more),1,blackout,1,theme,2
8705,(full,1,disposal!,1,(home,2
8706,chefs).,1,city's,1,drenched,2
8707,"(giant,",1,adviced,1,hdtvs,2
8708,panam,1,her).,1,pre,2
8709,combination.,1,kip!,1,marketplace,2
8710,"petco,",1,away!),1,"crafts,",2
8711,alternatively,1,arduous,1,rose’s,2
8712,(picks,1,generous),1,ted’s,2
8713,suit,1,admire,1,bulletin.,2
8714,bud!,1,openness,1,"restaurants),",2
8715,(target,1,kip.,1,"baltimore,",2
8716,marshals),1,difference.,1,armory.,2
8717,nicely,1,(whom,1,hous,2
8718,walks.,1,confess,1,lavender,2
8719,reynolds,1,met;,1,secure.,2
8720,offerings,1,sneeze,1,selection.,2
8721,domku.,1,it),1,$20/day.,2
8722,basilica.,1,dependable.,1,reveal,2
8723,soaring,1,consistently,1,(though,2
8724,"values,",1,respected.,1,culinarily,2
8725,locational,1,suggest!,1,inclined,2
8726,-coming,1,kip&liz's,1,transform,2
8727,discerning,1,exremely,1,pking,2
8728,connoisseurs.,1,reocommended!,1,well-situated,2
8729,10-min,1,jessica,1,check-in/out,2
8730,museums);,1,pleasure...i,1,comfortably;,2
8731,"established,",1,excellents,1,"oven/toaster,",2
8732,picturous.,1,hosts.well,1,kcups.,2
8733,crowds,1,"organized,clean",1,blender.,2
8734,"zones,",1,turist,1,listed!,2
8735,pleasant/columbia,1,"add,",1,lens.,2
8736,reasons.,1,:-p,1,80,2
8737,predominately,1,kidding.,1,"(baseball),",2
8738,hole-in-the,1,adequate;,1,benches,2
8739,"hand,",1,food/entertainment,1,recycled,2
8740,"marhsall's,",1,sure),1,utmost,2
8741,"(starbucks,",1,insisted,1,nine,2
8742,tuesday's).,1,savoury,1,"come,",2
8743,"together,",1,dc!.,1,immerse,2
8744,says:,1,ulah,1,"wardrobe,",2
8745,heaven,1,bistro.,1,gyms,2
8746,coma.,1,lastly,1,cushy,2
8747,(diner/wifi,1,asia,1,tvs.,2
8748,"café),",1,youthful,1,puppies,2
8749,bar).,1,crowd.,1,kids;,2
8750,shop/diner,1,2013).,1,schools,2
8751,coupe),1,simplifies,1,decorating,2
8752,dec).,1,lone,1,block).,2
8753,aw,1,moi.,1,stall,2
8754,.5,1,jobs!,1,footed,2
8755,seat.,1,tiptoeing,1,cleaned.,2
8756,seriously,1,memories,1,(faucet,2
8757,be:,1,(2min,1,hook-up),2
8758,quiet;,1,up-and,1,》,2
8759,singles.,1,"flexibility,",1,1mile,2
8760,staggeringly,1,weeks...thanks,1,》10min,2
8761,"kinkos,",1,"communications,",1,pentagon,2
8762,jealous,1,joyful,1,soon.,2
8763,close:,1,trips!,1,german.,2
8764,winners,1,depicting,1,"scooters,",2
8765,record,1,stark,1,number.,2
8766,kale-apple,1,clubs.,1,"noises,",2
8767,smoothies,1,leisure.,1,stairs),2
8768,gluten,1,bus/rail,1,structure,2
8769,"pete's,",1,trainstation,1,addition.,2
8770,maple.,1,sight.,1,semester,2
8771,interest.,1,miko.,1,pool!,2
8772,"alumni,",1,"remodeled,",1,essentials;,2
8773,"participants,",1,wheat,1,xls,2
8774,"fans,",1,saveer's,1,150,2
8775,"tourist,",1,host?,1,microstudio,2
8776,(walk,1,"himself,",1,bot,2
8777,aggravated,1,hence,1,bijou,2
8778,revelry,1,host..,1,dc`s,2
8779,congestion.,1,murphy,1,log,2
8780,apt),1,1-,1,exit/entrance,2
8781,diplomat,1,factored,1,text/email/phone.,2
8782,(2014,1,certain!,1,electri,2
8783,dc),1,"""sandy""",1,3br/1ba,2
8784,coffee/pastries,1,adjusted,1,"systems,",2
8785,donburi,1,a.k.a,1,available),2
8786,"(inexpensive,",1,sept,1,1890's,2
8787,"hole-in-the-wall,",1,"[d4],",1,info.,2
8788,delicious),1,gate.,1,bathrooms:,2
8789,late-night,1,[who,1,2bed/2bath,2
8790,speakeasy/cocktail,1,again],1,seth,2
8791,proximity.,1,hygienic,1,"separately,",2
8792,residence,1,environmentally-conscious.,1,"shutters,",2
8793,abraham,1,add.,1,"lr,",2
8794,visited)!,1,"""study/closet""",1,"bldg,",2
8795,transition,1,(downstairs,1,visits.,2
8796,"2008,",1,"upstairs),",1,feeling.,2
8797,"546,000",1,:-).,1,kiddie,2
8798,garage.,1,while).,1,"dw,",2
8799,(caps,1,[just,1,push-code,2
8800,intended),1,that],1,(so,2
8801,feet!,1,ed's,1,fussing,2
8802,cable.,1,shoreham,1,keys).,2
8803,all-day,1,hotel/conference,1,operating,2
8804,"hangout,",1,"cost,",1,(barracks,2
8805,"couch,",1,rooms),1,-one,2
8806,booths,1,"guide"").",1,kitchen/living/dining,2
8807,keg,1,support!,1,"singles,",2
8808,pour,1,"pad,",1,haven’t,2
8809,drafts,1,"""basement",1,non-residents,2
8810,"(saturday),",1,"cosy""",1,frontline,2
8811,11th.,1,"""tryst""",1,workers.,2
8812,"52,",1,mark!).,1,cleaned/disinfected,2
8813,"53,",1,conduct,1,private/no,2
8814,54,1,interrupting,1,others!,2
8815,conference).,1,bag.),1,"street),",2
8816,shopping/restaurants/bars,1,observations:,1,"stunning,",2
8817,(hiking/biking),1,forwarded,1,history:,2
8818,monkeys,1,room-,1,bedside,2
8819,house!,1,mosquitos,1,ii.,2
8820,"""real""",1,congregating,1,eccentric,2
8821,touristy,1,"mosquitos,",1,pops,2
8822,"(metrorail,",1,reconsider,1,dryers,2
8823,"metrobus,",1,swamp.,1,#154:,2
8824,sharing).,1,"capable,",1,honour,2
8825,"funky,",1,1.5-2mbps).,1,compartmentalized,2
8826,clubs.,1,speed.,1,vignettes,2
8827,justly,1,neighborhood-,1,deserved,2
8828,taken,1,(available,1,monochromatic,2
8829,perched,1,retailers).,1,exterior’s,2
8830,crest,1,seasoned,1,color.,2
8831,bustle.,1,"rider,",1,bedchambers,2
8832,joes,1,navigated,1,manicured,2
8833,garages,1,that.),1,hangs,2
8834,cleaning.,1,"(eat,",1,"bonus,",2
8835,stint,1,dance),1,endless.,2
8836,sometime,1,excellent:,1,b&b,2
8837,mon,1,j'ai,1,greeting,2
8838,thur,1,mère,1,"cats,",2
8839,11:30.,1,repérer,1,spared!,2
8840,places:,1,ville...,1,posh,2
8841,abutting,1,"pratique,",1,walk--also,2
8842,travel.,1,animé,1,**secure,2
8843,"greek,",1,sortir,1,lockers,2
8844,"peruvian,",1,"idéal,",1,departures**,2
8845,"chipolte,",1,amène,1,5/1,2
8846,co-exist.,1,blanche...),1,positioned,2
8847,guidebook:,1,honnêtement,1,standalone,2
8848,neighborhood—columbia,1,gênant.,1,covered.,2
8849,heights—boasts,1,"weekends,",1,tub),2
8850,amenities—including,1,"noisier,",1,everywhere-,2
8851,"""odd",1,issue!,1,"""barracks",2
8852,"provisions""",1,mosquitoes.,1,"row"",",2
8853,favorites—all,1,shari,1,"se,).",2
8854,block—include:,1,awake.,1,congress;,2
8855,"(filipino—nationally-renowned!),",1,oiled,1,3-1/2,2
8856,"cocktails),",1,(recommended,1,--3rd,2
8857,(combination,1,galleries.,1,transformed,2
8858,restaurant–bar–coffee,1,"commented,",1,cafés,2
8859,"one),",1,"wardman,",1,carpets,2
8860,(hong,1,"hilton,",1,"champions,",2
8861,"chinese),",1,inappropriate,1,nationals!,2
8862,"(patio),",1,accounts.,1,settled,2
8863,town),1,underwear,1,group.,2
8864,(gourmet,1,laying,1,it`s,2
8865,pizza).,1,good-10+,1,"resident,",2
8866,"‣pharmacy,",1,girlfriend’s,1,"on-site,",2
8867,sare,1,"number,",1,work-from-home,2
8868,"‣""giant""",1,problems-there,1,kitchenware,2
8869,store—3,1,weren’t,1,glassware.,2
8870,‣three,1,any.,1,(ex.,2
8871,blocks;,1,spacious–not,1,enjoyment!,2
8872,‣planning,1,dishwasher.,1,city:,2
8873,conference?,1,reading.,1,"use),",2
8874,neighborhoods—both,1,supplies-toilet,1,strive,2
8875,chalk,1,sticks,1,centered,2
8876,11st,1,land,1,homeowner,2
8877,"specifically,",1,ami-he's,1,oozing,2
8878,visiting.,1,"mixed,",1,dozen,2
8879,boom,1,detailing,1,8-min,2
8880,scenes,1,"israel!),",1,teas,2
8881,changing!,1,intuitive,1,related,2
8882,taverns.,1,idle,1,titles,2
8883,challenge,1,"bookstore,",1,"man,",2
8884,lyft/uber,1,stroga)...,1,quest,2
8885,securely,1,re-read,1,minfrig,2
8886,affects,1,ad,1,footprint,2
8887,monday’s,1,fine...,1,sort,2
8888,9:30-11:30am.,1,depressing,1,reminds,2
8889,suspended,1,"afar,",1,brooklyn,2
8890,winter.,1,wrangling,1,each.,2
8891,"ave/petworth),",1,"deal,",1,worldly,2
8892,rugged.,1,frustrating,1,shut,2
8893,rocks.,1,hurry,1,blue/silver/orange,2
8894,guidebooks,1,rust,1,longtime,2
8895,city-related,1,hands.,1,tops.,2
8896,homelessness,1,accommodate.,1,"trains,",2
8897,addiction,1,"cable),",1,"fyi,",2
8898,vary,1,10!,1,5mins,2
8899,"alternatively,",1,emailing!,1,4-,2
8900,"cleanliness,",1,closy,1,texas,2
8901,others).,1,greener,1,bedroo,2
8902,house),1,steen,1,importantly,2
8903,ellē,1,gunnvoer,1,transformation,2
8904,raven,1,stayin,1,d.c.’s,2
8905,bar!,1,dvantage,1,mak,2
8906,confederate,1,לישראלים,1,community:,2
8907,cut,1,שבינכם,1,"greens,",2
8908,famers,1,ממליץ,1,"way,",2
8909,bode,1,בחום,1,reference,2
8910,-across,1,על,1,field.,2
8911,-food,1,הדירה,1,bdr,2
8912,arts/crafts,1,של,1,comfortably!,2
8913,liberal,1,עמי.,1,"skins,",2
8914,(mtp,1,מיקום,1,a),2
8915,"bodegas,",1,מעולה,1,kichin.,2
8916,liquor/wine,1,מרווח,1,kichin,2
8917,choices:,1,ומאובזר,1,besement,2
8918,above.,1,"""cozy""",1,missing!,2
8919,eight,1,lets,1,....,2
8920,"davis,",1,(sign,1,parking/free,2
8921,ella,1,card!),1,ride/drive,2
8922,louis,1,columbia.,1,utensils/cookware/toaster.,2
8923,armstrong,1,ranging,1,peacefully,2
8924,regulars.,1,falafel).,1,consult,2
8925,1968,1,belmont,1,pleasure!,2
8926,"riots,",1,macpherson,1,half-bath,2
8927,long.,1,"columbia,",1,more!!,2
8928,"revived,",1,"north,",1,",and",2
8929,jangling,1,"southbound,",1,"room,bathroom",2
8930,motion,1,rollaboard,1,3.6miles,2
8931,"2014,",1,strenuous,1,wharf),2
8932,centering,1,"anticipated,",1,ac/heat,2
8933,"hts.,",1,raining.,1,stati,2
8934,"pleasure,",1,trains.),1,"lovers,",2
8935,convivial,1,caveat,1,(has,2
8936,reputation.,1,physically,1,peaceful.,2
8937,"strip,""",1,climbing,1,no-contact,2
8938,widely,1,brick,1,shrimp,2
8939,"""jungle",1,crowding,1,"listings,",2
8940,"menu""",1,"tools,",1,sacrifice,2
8941,"eaters),",1,colleges,1,decent,2
8942,forgot,1,orientate.,1,restroom.,2
8943,home?,1,sucha,1,stree,2
8944,worries,1,conservation,1,"smoothie,",2
8945,living?,1,thermometer,1,subscription,2
8946,"prefer,",1,returned.,1,content,2
8947,dsw.,1,prefered,1,incur,2
8948,"provisions,",1,generally.,1,moment.,2
8949,fingers.,1,that’s,1,8-minute,2
8950,"brunch),",1,gabby,1,"1br,",2
8951,maple;,1,(assuming,1,embassies,2
8952,(mentioned,1,contactable,1,cas’,2
8953,above),1,belles,1,affords,2
8954,closing,1,journées,1,sumptuous,2
8955,am.),1,washingtonian,1,city;,2
8956,dominican,1,—,1,*cats,2
8957,"mats,",1,strolls,1,applies.,2
8958,thefts.,1,dc',1,panel,2
8959,nested,1,street(a,1,finger,2
8960,atop,1,purely,1,"car2go,",2
8961,woodland's,1,day-touring,1,"7/11,",2
8962,harrrar,1,fresco,1,buffet,2
8963,sankofa,1,"michelle,",1,parkwest,2
8964,bo,1,assured.,1,nightspots,2
8965,"sector,",1,unhappy.,1,archways,2
8966,"plaza,",1,companions.,1,kitchens.,2
8967,three.,1,order;,1,technically,2
8968,vibes!,1,crescent,1,w.,2
8969,sho,1,c&o,1,housewares,2
8970,"thai!),",1,towpath,1,"caring,",2
8971,"confederate!),",1,"cupcakes,",1,bleach.,2
8972,"(raven!),",1,aglow,1,state-of-the-art,2
8973,peach!),1,block).,1,terraced,2
8974,"autumn,",1,listrani's,1,same.,2
8975,(9am-1pm),1,encore.,1,dupont.,2
8976,"""lamont",1,neighbourgh,1,park/,2
8977,"triangle""",1,welcoming!!!,1,shelves.,2
8978,"lively,",1,delightful!!!!!,1,berber,2
8979,unpretentious,1,ward,1,floors!,2
8980,docs,1,"proxy,",1,"sauna,",2
8981,"(cvs,",1,"monique,",1,reusable,2
8982,less).,1,claimed,1,"wardman,",2
8983,30min),1,"(school,",1,rolling,2
8984,uber/,1,"search,",1,+hbo,2
8985,$10,1,play.,1,*paid,2
8986,driving:,1,family-laurent,1,only*,2
8987,(easy,1,evrard,1,"care,",2
8988,find),1,room/bathroom,1,minutes;,2
8989,requested.,1,smiles,1,plate.,2
8990,offer:,1,enthusiasm!,1,wandering,2
8991,train/buses,1,receives,1,hbogo,2
8992,"neighborhood.""",1,spaceous,1,"fully-stocked,",2
8993,splendid,1,hilde,1,tools,2
8994,legend,1,pieter,1,unbelievably,2
8995,"fries,",1,charlottes,1,industry,2
8996,"irving,",1,allways,1,posting,2
8997,alarmed,1,flavor.,1,i.e.,2
8998,sta,1,kotobuki).,1,bedroom/living,2
8999,with:,1,posters,1,"h3,",2
9000,taxis,1,hall.,1,workspace.,2
9001,bicycle!,1,d5/d6,1,line!,2
9002,tuesday.,1,$1.50,1,composed,2
9003,olympic,1,smartcards.,1,hel,2
9004,state-of-the,1,boiling,1,varied,2
9005,equipment.,1,clueless,1,"(utensils,",2
9006,aerobics,1,relaxing;,1,"rare,",2
9007,x.,1,"shape,is",1,arnold's,2
9008,places-,1,feng,1,mussel,2
9009,hieghts,1,shui,1,"indique,",2
9010,nieghboorhouds,1,"read,",1,firehook,2
9011,social/nightlife.,1,distraction,1,faster,2
9012,"retsaraunts,",1,"christmas,",1,park/zoo,2
9013,deliciousness.,1,excellnt.,1,pharmacies,2
9014,saint:,1,have!,1,airb&b,2
9015,pint:,1,eg.,1,"system),",2
9016,diner/coffee,1,tips...,1,toward,2
9017,ballroom:,1,staty,1,7'.,2
9018,11:,1,inquiring,1,communities,2
9019,club:,1,(typical,1,park/adams,2
9020,maple:,1,"hikes,",1,mini-mart,2
9021,classy,1,etc..).,1,"pong,",2
