,nbo words,nbo word count,review words,review word count,descrip words,descrip word count
2428,(25,4,denise.,9,midsize,12
2429,anchored,4,class,9,virtual,12
2430,"zone,",4,ville,9,fan,12
2431,crowd,4,ken.,9,construction,12
2432,cuban,4,tess,9,all!,12
2433,servicing,4,rodney,9,location:,12
2434,"lyft,",4,tommy,9,"interns,",12
2435,one-time,4,means,8,active,12
2436,plots,4,nestled,8,"4,",12
2437,"construction,",4,joy,8,whatever,12
2438,dotted,4,beaucoup,8,"otherwise,",12
2439,colonial,4,through.,8,buildings,12
2440,roads,4,express,8,adorable,12
2441,"weather,",4,atmosphere,8,"bikes,",12
2442,ages,4,write,8,markets.,12
2443,kao,4,festival,8,"lines),",12
2444,"cuisines,",4,useful.,8,communal,12
2445,"14th,",4,etc.).,8,induction,12
2446,viet,4,program,8,station!,12
2447,placed,4,weeks.,8,yellow/green,12
2448,sandwiches,4,needing,8,(15,12
2449,heard,4,spaces,8,professionals.,12
2450,groceries:,4,best!,8,"system,",12
2451,"usa,",4,"sheets,",8,"secure,",12
2452,bib,4,drinking,8,"nw,",12
2453,4th,4,barracks,8,"play,",12
2454,stores:,4,waited,8,blend,12
2455,months,4,written,8,"mini-fridge,",12
2456,yellow/green,4,wood,8,issues.,12
2457,(about,4,hi,8,cooktop,12
2458,venture,4,website,8,"hangers,",12
2459,away;,4,"best,",8,tops,12
2460,"brookland,",4,hopefully,8,adventurers,12
2461,medstar,4,biggest,8,meals.,12
2462,"pom,",4,request.,8,policy,12
2463,that’s,4,charge,8,television.,12
2464,president's,4,standard,8,collection,12
2465,downstairs,4,rooms.,8,school,12
2466,providence,4,(as,8,blankets,12
2467,"share,",4,cleaner,8,experiencing,12
2468,fun.,4,ourselves.,8,firm,12
2469,wanted,4,gas,8,coffee/tea,12
2470,"entertainment,",4,locations,8,cocktail,12
2471,row-houses,4,promptly.,8,responsive,12
2472,"transit,",4,month.,8,app.,12
2473,gothic,4,it’s,8,left,12
2474,neighborhood’s,4,appeared,8,centers,12
2475,branch,4,ensured,8,contained,12
2476,"watching,",4,says,8,metros,12
2477,blossom,4,listed,8,800,12
2478,season,4,alot,8,treat,12
2479,began,4,keys.,8,rear.,12
2480,comfort,4,customer,8,business.,12
2481,sightseeing,4,brief,8,=,12
2482,landmarks.,4,(3,8,are:,12
2483,(0.6,4,york,8,neighbourhood,12
2484,here:,4,daughter's,8,hardware,12
2485,i’m,4,ground,8,"coupe,",12
2486,airbnb.com/things-to-do/d.c.,4,"accommodations,",8,wooden,12
2487,virtually,4,highest,8,cabinet,12
2488,sides,4,como,8,"pot,",12
2489,greatest,4,airbnb!,8,24-hour,12
2490,treasures.,4,ease.,8,beyond,12
2491,baby,4,send,8,seeking,12
2492,arkansas,4,"but,",8,"beyond,",12
2493,portrait,4,curtain,8,(for,12
2494,restaurants),4,sorts,8,in-apartment,12
2495,"pizza),",4,"things,",8,"professionals,",12
2496,children’s,4,and/or,8,taxi,12
2497,pizzeria,4,easier.,8,"business,",12
2498,lines).,4,"course,",8,exterior,12
2499,blks,4,range,8,enabled,12
2500,(h,4,forgotten,8,espresso,12
2501,heights).,4,"accessible,",8,"cutlery,",12
2502,touring,4,built,8,wants,12
2503,drop,4,mass,8,link,12
2504,"tastemakers,",4,c'est,8,va,12
2505,primrose,4,dinners,8,limit,12
2506,"costco,",4,paying,8,hustle,12
2507,"arboretum,",4,keeps,8,entertainment.,12
2508,"finest,",4,immensely.,8,"health,",12
2509,metro-,4,to/from,8,contact-less,12
2510,recommendations:,4,lot!,8,implement,12
2511,caution,4,apart,8,sanitation,12
2512,"venue,",4,"enough,",8,measures.,12
2513,arboretum,4,"weekend,",8,"appointed,",12
2514,thru,4,italian,8,cooking.,12
2515,planet,4,adorable.,8,calm,12
2516,dollar,4,housing,8,blow,12
2517,exploring.,4,maker,8,de,12
2518,dc:,4,supplies.,8,miles),12
2519,"walks,",4,holiday,8,available!,12
2520,hundreds,4,supply,8,panoramic,12
2521,"2,",4,recomend,8,e,12
2522,stone’s,4,delighted,8,length,12
2523,spaces.,4,period,8,government,12
2524,pedestrian,4,peaceful.,8,hbo.,12
2525,galore.,4,others!,8,two-bedroom,12
2526,edgy,4,research,8,muted,12
2527,walkers,4,soap,8,garbage,12
2528,spanish,4,markets,8,budget,12
2529,besides,4,service.,8,serene,12
2530,serves,4,12,8,montana,12
2531,east.,4,includes,8,"availability,",12
2532,watching,4,"facilities,",8,$15/day,12
2533,step,4,"really,",8,police,12
2534,others.,4,"""home""",8,market/barracks,12
2535,(for,4,evenings,8,elevators.,12
2536,additional,4,"fine,",8,allowing,12
2537,"snacks,",4,occasional,8,2-bedroom,12
2538,!!,4,on-street,8,occasional,12
2539,cannot,4,combination,8,pineapple,12
2540,"pearls),",4,cats.,8,meal.,12
2541,seventh,4,dinner.,8,"entertainment,",12
2542,flats,4,resident,8,persons.,12
2543,1880,4,far.,8,in-room,12
2544,folgers,4,"beds,",8,safest,12
2545,walk-able,4,essentials,8,d.c.'s,12
2546,bar's,4,east,8,"msg.,",12
2547,94.,4,university.,8,ex.,12
2548,suggestions,4,explain,8,♡,12
2549,charming.,4,breakfast!,8,lions,12
2550,old.,4,yard.,8,moving,11
2551,network,4,facilities.,8,king-sized,11
2552,varied,4,lit,8,found,11
2553,idea,4,dogs.,8,view.,11
2554,(orange/blue/silver,4,overlooking,8,park;,11
2555,by:,4,(close,8,brightwood,11
2556,3-5,4,master,8,healthy,11
2557,8-minute,4,crazy,8,6).,11
2558,market/capitol,4,guest.,8,student,11
2559,cover,4,n,8,weekends,11
2560,"sidewalks,",4,worried,8,starting,11
2561,block),4,location:,8,"around,",11
2562,set,4,terrific.,8,"full,",11
2563,"much,",4,everybody,8,drinks,11
2564,"block),",4,well-appointed,8,adam's,11
2565,experiencing,4,shuttle,8,basis.,11
2566,trust,4,design,8,sling,11
2567,football,4,"unit,",8,closets.,11
2568,leisure,4,"him,",8,transit.,11
2569,farther,4,"store,",8,dvds,11
2570,michelin-starred,4,connected,8,discount,11
2571,"states,",4,one!,8,park!,11
2572,loved,4,pillows,8,6.,11
2573,-2,4,highlights,8,relatively,11
2574,-3,4,"was,",8,10min,11
2575,sort,4,thrilled,8,wi,11
2576,"convenience,",4,advices,8,basics,11
2577,breweries,4,office,8,restful,11
2578,mass,4,"sightseeing,",8,choosing,11
2579,capitol!,4,"minutes,",8,amenities!,11
2580,all!,4,shop.,8,like.,11
2581,grown,4,"fantastic,",8,"neighbors,",11
2582,holds,4,rail,8,lotion,11
2583,(also,4,2-3,8,"blankets,",11
2584,feeling,4,haben,8,below.,11
2585,expensive,4,war,8,g,11
2586,date,4,"week,",8,toddler,11
2587,designated,4,night's,8,photo,11
2588,market/barracks,4,jon,8,bdrm,11
2589,"orange,",4,"this,",8,portable,11
2590,bikes.,4,yummy,8,zip,11
2591,(if,4,hire,8,"cars,",11
2592,min),4,contained,8,facility,11
2593,pubs,4,cheers,8,views.,11
2594,movies,4,access.,8,20-minute,11
2595,market).,4,jam,8,museums!,11
2596,"(orange,",4,enter,8,doorstep.,11
2597,"smithsonians,",4,gift,8,closer,11
2598,happening,4,communication.,8,tidy,11
2599,wares,4,grab,8,"charm,",11
2600,memorial.,4,table.,8,"need,",11
2601,play.,4,patient,8,emergency,11
2602,immediately,4,"floor,",8,culture,11
2603,reach.,4,wrong,8,"couches,",11
2604,150,4,dropping,8,street!,11
2605,welcoming.,4,disturbing,8,-full,11
2606,free.,4,e,8,restaurants!,11
2607,politicians,4,text.,8,"entry,",11
2608,meet,4,alarm,8,route,11
2609,crafts.,4,"bedding,",8,frequently,11
2610,living.,4,woman,8,guest's,11
2611,"pearls,",4,square,8,"additionally,",11
2612,summer.,4,complimentary,8,list,11
2613,chock,4,lack,8,"queen,",11
2614,"away),",4,offer.,8,showtime,11
2615,brunch.,4,bros,8,galley,11
2616,(yes,4,laptop,8,medstar,11
2617,forbes,4,familiar,8,"note,",11
2618,artisans.,4,diverse,8,"block,",11
2619,st),4,"simple,",8,text.,11
2620,street),4,outdoor,8,environment,11
2621,prominent,4,knowing,8,to.,11
2622,columbia.,4,permanent,8,"routes,",11
2623,lines),4,"table,",8,maker.,11
2624,operating,4,"conversation,",8,stand,11
2625,week,4,neighborhood!,8,900,11
2626,corners,4,ideal.,8,well-equipped,11
2627,lifestyle,4,cet,8,"seating,",11
2628,epicenter,4,dark.,8,600,11
2629,statues,4,10min,8,furnishings.,11
2630,designed,4,load,8,hidden),11
2631,advantage,4,gym,8,"landmarks,",11
2632,rowhouse,4,molly's,8,adult,11
2633,"artwork,",4,views,8,homey,11
2634,leads,4,basket,8,"snacks,",11
2635,desired,4,box,8,(novel,11
2636,"memorials,",4,else.,8,cov),11
2637,market!,4,"anyway,",8,infection,11
2638,renovation,4,(although,8,prevention,11
2639,"finally,",4,everyone.,8,bon,11
2640,trusty's,4,с,8,filtered,11
2641,connected,4,bonus!,8,finishes,11
2642,touristic,4,van,8,"decorated,",11
2643,salon,4,moguls,8,hairdryer,11
2644,you`re,4,aux,8,drop,11
2645,missed;,4,vanessa,8,pool.,11
2646,3-4,4,strother's,8,walk-up,11
2647,sporting,4,kadija,8,rebuilt,11
2648,produce.,4,balcony,7,located.,11
2649,"vegetables,",4,renters,7,nespresso,11
2650,stanton,4,arrangements.,7,gardens,11
2651,beside,4,charm,7,"friends,",11
2652,out:,4,homemade,7,pictures,11
2653,sw,4,funny,7,board.,11
2654,harbor.,4,household,7,"television,",11
2655,"joe’s,",4,urban,7,beyond.,11
2656,updated,4,anacostia,7,lovingly,11
2657,trips,4,luggage.,7,penthouse,11
2658,walk!,4,"fact,",7,aware,11
2659,half-block,4,thankful,7,arts,11
2660,fifteen,4,road.,7,90,11
2661,grocery:,4,bustling,7,nightly,11
2662,café,4,promised,7,"place,",11
2663,firehook,4,realize,7,convenient.,11
2664,finding,4,drawback,7,planet,11
2665,street;,4,scary,7,northeast,11
2666,dot,4,homes,7,issued,11
2667,distance!,4,timing,7,42,11
2668,preserved,4,nobody,7,week.,11
2669,center),4,uncomfortable,7,"ac,",11
2670,garden.,4,1.5,7,greeted,11
2671,paths,4,odd,7,dates,11
2672,fully,4,hesitation.,7,national's,11
2673,"square,",4,hotel!,7,ranked,11
2674,"virginia,",4,neighborhoods.,7,"bed),",11
2675,fingertips,4,idea,7,walks,11
2676,"wildlife,",4,humid,7,attraction,11
2677,brooklyn,4,reception,7,room;,11
2678,hosting,4,price!,7,flooring,11
2679,"wine,",4,neat.,7,blossom,11
2680,hour.,4,appliances,7,surround,11
2681,"located,",4,wedding,7,stadium-armory,11
2682,stadium),4,"seeing,",7,bamboo,11
2683,redskins,4,fancy,7,eight,11
2684,modes,4,fixed,7,"houses,",11
2685,fingertips.,4,lost,7,p,11
2686,shoreham,4,travels,7,finishes.,11
2687,"cute,",4,okay,7,shades,11
2688,panda,4,school,7,cost,11
2689,distances,4,larger,7,spa-like,11
2690,metro’s,4,fast.,7,walker's,11
2691,renaissance,4,something.,7,couple.,11
2692,link,4,overall.,7,generous,11
2693,"parkway,",4,e-mail,7,artists,11
2694,fruits,4,convenient!,7,"barbecue,",11
2695,"banks,",4,situation.,7,visitors.,11
2696,"theaters,",4,apparently,7,la,11
2697,points,4,dont,7,on-site:,11
2698,plumbing,4,fellow,7,"anacostia,",11
2699,provisions,4,7th,7,shoreham,11
2700,(beau,4,"guests,",7,colony,11
2701,today,4,description.,7,u-street,11
2702,spot.,4,towards,7,frederick,11
2703,parkview,4,nightlife.,7,nature,10
2704,frat,4,"art,",7,maryland.,10
2705,african-american,4,boutique,7,spring.,10
2706,undergone,4,"sleep,",7,pillow,10
2707,practice,4,not.,7,(you,10
2708,"""village",4,paths,7,romantic,10
2709,adam's,4,genuinely,7,retreat.,10
2710,ellington,4,"couple,",7,"eateries,",10
2711,shack,4,didnt,7,reflects,10
2712,yogurt,4,mine,7,quartz,10
2713,11.,4,carry,7,"course,",10
2714,coupe.,4,fortunate,7,thank,10
2715,ihop,4,"importantly,",7,efficient,10
2716,"bed,",4,concern,7,"georgetown,",10
2717,roaring,4,feet,7,bottled,10
2718,"""columbia",4,"cereals,",7,memorial,10
2719,da,4,nicer.,7,beginning,10
2720,drags,4,"kept,",7,address,10
2721,"organizations,",4,like.,7,single-family,10
2722,flourishes,4,guess,7,al,10
2723,"turrets,",4,"etc,",7,"clothes,",10
2724,stained,4,(he,7,metrorail,10
2725,balconies.,4,"of,",7,"host,",10
2726,south-of-the-border,4,end.,7,convertible,10
2727,"institute,",4,address,7,"tourists,",10
2728,"&pizza,",4,notes,7,clothing,10
2729,bottom,4,st,7,le,10
2730,letena,4,était,7,(but,10
2731,cuba,4,n'est,7,folks,10
2732,"etc,",4,stopped,7,stone's,10
2733,registered,4,country,7,least,10
2734,legendary,4,(from,7,count,10
2735,routes,4,"cafes,",7,type,10
2736,~,4,yoga,7,"road,",10
2737,mola,4,(at,7,2-3,10
2738,biker's,4,informative.,7,actually,10
2739,alternative,4,(no,7,1920s,10
2740,90,4,reagan,7,place!,10
2741,early-20th,4,"flat,",7,save,10
2742,10-13,4,energy,7,dogs.,10
2743,safe:,4,walls,7,laid,10
2744,"work,",4,"going,",7,oldest,10
2745,fredrick,4,luck,7,17,10
2746,mlk,4,walks,7,cheerful,10
2747,renovations,4,practically,7,pillows.,10
2748,"need,",3,lovely!,7,"options,",10
2749,petworth:,3,trails,7,bedroom/1,10
2750,vino,3,choosing,7,self-contained,10
2751,bodegas,3,search,7,concierge,10
2752,creek.,3,biking,7,outside.,10
2753,idyllic,3,(but,7,$10,10
2754,wandering,3,guidebooks,7,0.7,10
2755,"popular,",3,became,7,"relaxing,",10
2756,party,3,wisconsin,7,exit,10
2757,boasting,3,"kids,",7,dunkin,10
2758,hello.,3,bustle,7,roommates,10
2759,'hip,3,comfortably.,7,"please,",10
2760,strip',3,listing.,7,help.,10
2761,yes!organic,3,"well-appointed,",7,subway.,10
2762,2017,3,april,7,"garage,",10
2763,busier,3,day's,7,(5,10
2764,1920's.,3,b&b.,7,(yellow,10
2765,"it,",3,beautiful!,7,cars,10
2766,heavy,3,all!,7,later,10
2767,barrio,3,"refrigerator,",7,"kids),",10
2768,donuts,3,activities.,7,door!,10
2769,amphitheater,3,romantic,7,sight,10
2770,conception.,3,host;,7,conditioner,10
2771,hampshire,3,cancelled,7,"u,",10
2772,"""porch",3,pad,7,curated,10
2773,"qualia,",3,friend's,7,lead,10
2774,roast,3,events,7,retro,10
2775,folks.,3,;-),7,arrangements,10
2776,rate,3,"back,",7,"pizza,",10
2777,subway.,3,(especially,7,"guest,",10
2778,"(mexican),",3,polite.,7,"comfy,",10
2779,"american),",3,homely,7,empty,10
2780,"italian),",3,manual,7,playing,10
2781,bookstore,3,cab.,7,families!,10
2782,grant,3,last-minute,7,nw.,10
2783,"read,",3,bedding,7,walkability,10
2784,borders,3,going.,7,paradise,10
2785,chez,3,extraordinary,7,party,10
2786,citizen.,3,"husband,",7,(only,10
2787,8-10,3,leading,7,folds,10
2788,bikes,3,boys,7,entertaining.,10
2789,construction,3,hoping,7,"air,",10
2790,notable,3,trees,7,arrive.,10
2791,(see,3,graduation,7,enjoy.,10
2792,article,3,iron,7,projector,10
2793,seen,3,explored,7,helpful,10
2794,night's,3,good!,7,listing.,10
2795,sleep.,3,friendliest,7,1.,10
2796,salt,3,ensuring,7,"fingertips,",10
2797,pepper,3,pre-trip,7,zipcar,10
2798,sandwich,3,"ok,",7,sink,10
2799,music.,3,george,7,"trails,",10
2800,listed,3,equiped,7,lyft.,10
2801,"up,",3,correct,7,ave-petworth,10
2802,emancipation,3,concerns.,7,"feet,",10
2803,suburb,3,"photos,",7,gold,10
2804,oven,3,lunch,7,dark,10
2805,sold,3,ils,7,thing,10
2806,ave-petworth,3,4th,7,dive,10
2807,studio.,3,reservation.,7,everything!,10
2808,removed,3,necessities,7,activities.,10
2809,hi,3,shutdown,7,saint,10
2810,(new,3,beat.,7,scene.,10
2811,"safeway),",3,guys.,7,alone,10
2812,"wal-mart,",3,entering,7,needing,10
2813,wonder,3,victoria,7,compact,10
2814,9th,3,regards,7,apps,10
2815,prepared,3,bnb.,7,award,10
2816,nights,3,"days,",7,winning,10
2817,(open,3,advice.,7,pass.,10
2818,convenient.,3,respite,7,"dog,",10
2819,ourselves.,3,mount,7,"sightseeing,",10
2820,"tree-lined,",3,degree,7,shelves,10
2821,"taquerias,",3,fois,7,description,10
2822,avoid,3,nyc,7,pulls,10
2823,flavor.,3,brilliant.,7,"freezer,",10
2824,salvadorean,3,definitively,7,standard,10
2825,mezcalero,3,guided,7,brown,10
2826,(dive,3,"details,",7,atmosphere.,10
2827,"pubs,",3,away).,7,mindful,10
2828,low,3,starting,7,96,10
2829,income,3,"dinner,",7,stretch,10
2830,stops:,3,shampoo,7,"quaint,",10
2831,everyone's,3,*,7,go.,10
2832,decorate,3,listen,7,child,10
2833,triangle,3,october,7,reachable,10
2834,"days,",3,"sofa,",7,disinfect,10
2835,"billy,",3,they've,7,writing,10
2836,"shop),",3,briefly,7,optional,10
2837,(may,3,ahead,7,full-service,10
2838,9am,3,conversations.,7,schedule,10
2839,neighbor,3,reached,7,general,10
2840,antique,3,position,7,"two,",10
2841,felt,3,airy.,7,passes,10
2842,delivery,3,user,7,afternoon,10
2843,"(safeway,",3,provisions,7,heights!,10
2844,bars/restaurants,3,"mentioned,",7,checkout.,10
2845,spent,3,conditioner,7,done,10
2846,setting.,3,"airy,",7,routes.,10
2847,favorites:,3,often.,7,personalized,10
2848,"take-out,",3,ein,7,"shared,",10
2849,(one,3,für,7,—,10
2850,(recently,3,zu,7,alley.,10
2851,expect,3,"attentive,",7,overnight,10
2852,gentrifying,3,"wi-fi,",7,"mugs,",10
2853,options:,3,placed,7,array,10
2854,everyday,3,enough!,7,"field,",10
2855,priced,3,stones,7,connect,10
2856,hours.,3,"juices,",7,-the,10
2857,"french,",3,permit.,7,house!,10
2858,"caribbean,",3,"pictured,",7,brentwood,10
2859,increasing,3,matt.,7,"brookland,",10
2860,giving,3,scheduled,7,allowed.,10
2861,"cool,",3,lower,7,"gorgeous,",10
2862,live.,3,continue,7,sophisticated,10
2863,tables.,3,known,7,saying,10
2864,"recreation,",3,"suite,",7,meetings,10
2865,range.,3,notch,7,noise.,10
2866,time!,3,"connection,",7,uber/lyft.,10
2867,"bikeshare,",3,attentive.,7,ice,10
2868,"cocktails,",3,plush,7,summer.,10
2869,selection.,3,proche,7,attending,10
2870,drinks.,3,agreed,7,best.,10
2871,basic,3,avenue,7,remote,10
2872,opening,3,brings,7,done.,10
2873,nominated,3,own.,7,duration,10
2874,move,3,kindness,7,yourself!,10
2875,"artists,",3,cat.,7,laptop,10
2876,choices,3,couches,7,hesitate,10
2877,"co.,",3,showing,7,flea,10
2878,(georgia,3,group.,7,permit.,10
2879,"stop),",3,updated,7,monthly,10
2880,bus.,3,appliances.,7,premises.,10
2881,refer,3,closer,7,weekdays,10
2882,current,3,touristy,7,smoking.,10
2883,suburbs,3,baby,7,row-house,10
2884,suburbs.,3,heading,7,booked,10
2885,etc.).,3,"anyone,",7,political,10
2886,1-2,3,"instructions,",7,ends,10
2887,"paths,",3,cafe,7,walnut,10
2888,peace,3,"find,",7,creating,10
2889,hikes,3,"functional,",7,sip,10
2890,"local,",3,message,7,"disposal,",10
2891,gamut,3,beau,7,"video,",10
2892,retro,3,"drinks,",7,lockbox.,10
2893,down-to-earth,3,path,7,"importantly,",10
2894,coffee:,3,slight,7,buzzing,10
2895,barrio.,3,missing,7,"buildings,",10
2896,"cidery,",3,thermostat,7,bed).,10
2897,"age,",3,pass.,7,friends!,10
2898,bordering,3,calme,7,singles,10
2899,sixteenth,3,métro.,7,seamlessly,10
2900,worlds,3,space!,7,"joe’s,",10
2901,(bad,3,"utensils,",7,similar,10
2902,mill,3,luxury,7,distance),10
2903,sport,3,tree-lined,7,6mins,10
2904,single-family,3,active,7,conference,10
2905,"company,",3,surprisingly,7,rent.,10
2906,2017.,3,freshly,7,shaw,10
2907,specialty,3,away),7,coolest,10
2908,farmers’,3,apple,7,doorman,10
2909,churches,3,constant,7,to--,10
2910,busses,3,24,7,rustic,9
2911,games.,3,housemates,7,"king,",9
2912,tavern-,3,easygoing,7,listings,9
2913,join,3,beers,7,profile,9
2914,majority,3,order.,7,picture,9
2915,hights,3,suitable,7,fan.,9
2916,akwaaba,3,parrot,7,"window,",9
2917,nest,3,spectacular,7,"call,",9
2918,"appliances,",3,baked,7,"(red,",9
2919,"dishwasher,",3,enthusiastic,7,"children,",9
2920,"microwave,",3,"cards,",7,do.,9
2921,"oven,",3,dulles,7,regarding,9
2922,dryer,3,mt.,7,connection,9
2923,laundry,3,robin.,7,"nook,",9
2924,"wallmart,",3,sommes,7,painted,9
2925,scott,3,jay,7,guests',9
2926,"shoppers,",3,locals,7,weekend.,9
2927,southern,3,ou,7,wit,9
2928,bring,3,ness,7,looks,9
2929,"you,",3,ellen's,7,...,9
2930,"fair,",3,nicole!,7,(hidden,9
2931,discover,3,mogul,7,cat.,9
2932,"activity,",3,outfitted,7,workspace,9
2933,serene,3,fare,7,inspired,9
2934,distinctly,3,impressed.,7,qualia,9
2935,subdivided,3,"property,",7,co,9
2936,flowering,3,"shutdown,",7,computer,9
2937,bushes.,3,"pharmacy,",7,apartments.,9
2938,spread,3,smoke,7,wish,9
2939,seems,3,"max,",7,inflatable,9
2940,"tudors,",3,"rossen,",7,despite,9
2941,condo.,3,rossen.,7,native,9
2942,"weekend,",3,zoe,7,coded,9
2943,checking,3,alex,7,bedroom),9
2944,few.,3,katy's,7,award-winning,9
2945,bars:,3,are.,6,"it,",9
2946,mile:,3,"case,",6,(email,9
2947,coupe:,3,avant,6,ones,9
2948,(walking,3,"tips,",6,skylights,9
2949,jackie,3,professional.,6,"visit,",9
2950,traffic),3,layout,6,mind.,9
2951,journey,3,strong,6,artsy,9
2952,brisk,3,levita,6,"courtyard,",9
2953,$$,3,"interesting,",6,steam,9
2954,11:00,3,daughters.,6,leaving,9
2955,sub,3,"inviting,",6,bikeshare.,9
2956,deck,3,start.,6,"shop,",9
2957,permit,3,dates,6,above.,9
2958,backgrounds,3,thanks.,6,channels.,9
2959,"servants,",3,introduced,6,weekly,9
2960,predominantly,3,curious,6,fun.,9
2961,rite-aid,3,famous,6,"a/c,",9
2962,ga,3,museum,6,card,9
2963,(0.4,3,dollars,6,class,9
2964,"dinner,",3,hideaway,6,issue,9
2965,0.9,3,cramped,6,vacation.,9
2966,contains,3,sat,6,account,9
2967,96,3,anytime.,6,sense,9
2968,membership,3,drivers,6,gatherings,9
2969,adam’s,3,states,6,period,9
2970,washingtonian,3,heartily,6,restaurant/bar,9
2971,24/7,3,jean.,6,costs,9
2972,attractions:,3,"floors,",6,reservation,9
2973,shopping:,3,trains,6,stick,9
2974,hospitals:,3,"business,",6,growing,9
2975,haynes,3,homey,6,"meals,",9
2976,surroundings,3,remote,6,pho,9
2977,abound,3,college,6,gems,9
2978,"red,",3,overly,6,foodie,9
2979,citi,3,"hospitality,",6,atmosphere,9
2980,corridors,3,mail,6,thoroughly,9
2981,inexpensive,3,agree,6,"well,",9
2982,rail,3,"appartment,",6,"entrances,",9
2983,neighborly,3,convinced,6,chaise,9
2984,adorable,3,dc!!,6,plants,9
2985,pushing,3,persons,6,"check-in,",9
2986,vacation,3,services,6,minutes!,9
2987,dates,3,likely,6,drive.,9
2988,"wonderland,",3,stay...,6,outdoors,9
2989,seemingly,3,rode,6,new!,9
2990,apartment!,3,till,6,(georgia,9
2991,tell,3,sorted,6,owned,9
2992,notice,3,groceries.,6,"coffeemaker,",9
2993,well-connected,3,mexican,6,etc),9
2994,cleaners.,3,also.,6,"ambiance,",9
2995,care,3,budget,6,recreation,9
2996,except,3,"stove,",6,f,9
2997,"over,",3,weather.,6,quintessential,9
2998,cluster,3,channels,6,curl,9
2999,developers,3,driver,6,waiting,9
3000,subdivision,3,state,6,products,9
3001,arrive,3,courteous.,6,excited,9
3002,"(train),",3,case.,6,possibly,9
3003,basement,3,broken,6,blocks).,9
3004,brew,3,im,6,2016.,9
3005,action!,3,shut,6,traveler.,9
3006,walkability,3,leave.,6,"airy,",9
3007,soldiers,3,extensive,6,inexpensive,9
3008,tacos,3,matter,6,"culture,",9
3009,(dc's,3,2012,6,year.,9
3010,pizza),3,date,6,metro:,9
3011,sunny,3,"value,",6,"heat,",9
3012,roots,3,fifteen,6,grilling,9
3013,quintessential,3,welcomed.,6,fancy,9
3014,mainly,3,"booking,",6,-private,9
3015,rd.,3,pricey,6,"arrive,",9
3016,pastries,3,"life,",6,taqueria,9
3017,extravagant,3,seeking,6,3.,9
3018,suites,3,grill,6,probably,9
3019,veterans,3,bright.,6,picnic,9
3020,(8.3,3,down.,6,500,9
3021,mason,3,amazingly,6,(just,9
3022,mi),3,(in,6,footsteps,9
3023,(0.3,3,please.,6,sherman,9
3024,foggy,3,lo,6,suggestions.,9
3025,bindaas,3,zona,6,miles.,9
3026,market:,3,mi,6,nearly,9
3027,we’ve,3,gracias,6,detergent,9
3028,gourmand,3,repeat,6,"pets,",9
3029,spacious,3,myself.,6,premises,9
3030,w/,3,importantly,6,etc).,9
3031,menomale,3,mile.,6,front.,9
3032,barnes,3,3rd,6,hvac,9
3033,"stops),",3,prepared.,6,office.,9
3034,"beer,",3,months.,6,things.,9
3035,skate,3,backyard.,6,seven,9
3036,"basilica,",3,them!,6,platform,9
3037,paul,3,generously,6,"features,",9
3038,"rome""",3,"dark,",6,according,9
3039,starts,3,unless,6,"shaw,",9
3040,"nun,",3,respect,6,book.,9
3041,resident,3,tourists.,6,trails.,9
3042,low-key,3,cream,6,unlimited,9
3043,too!,3,ride.,6,rules.,9
3044,condominium,3,virtually,6,included!,9
3045,27,3,taste.,6,universities,9
3046,slightly,3,ami.,6,(shared,9
3047,crime,3,(it,6,locally,9
3048,exercise,3,tous,6,perks,9
3049,"eclectic,",3,gem.,6,foot),9
3050,developments,3,wi-fi.,6,eats,9
3051,chefs,3,women,6,leisure.,9
3052,(american,3,"stations,",6,decorative,9
3053,taste,3,initially,6,skylight,9
3054,5min,3,bottom,6,guide,9
3055,mom,3,lent,6,fingertips.,9
3056,notch,3,25,6,movies,9
3057,revitalization,3,(hidden,6,"showtime,",9
3058,anyone,3,machine.,6,"bowls,",9
3059,sleeper,3,discount,6,minimalist,9
3060,rd,3,tip,6,cleanliness,9
3061,ne),3,cordial,6,bedding.,9
3062,carolina,3,native,6,poets,9
3063,"fitness,",3,accident,6,vegan,9
3064,(1.3,3,"late,",6,"island,",9
3065,schools,3,valuable,6,african,9
3066,townhouses.,3,al,6,vehicle,9
3067,blocks).,3,unexpected,6,"50""",9
3068,mary,3,balance,6,hipster,9
3069,"hours,",3,facility,6,soaking,9
3070,dark.,3,folks,6,"property,",9
3071,7-eleven,3,year.,6,seating.,9
3072,“little,3,stress,6,become,9
3073,"churches,",3,visiting.,6,disinfected,9
3074,flowers,3,"calm,",6,room),9
3075,franklin,3,sure!,6,(dca),9
3076,"road,",3,plates,6,thai,9
3077,itself.,3,expect.,6,can.,9
3078,tuesdays,3,w/,6,"breakfast,",9
3079,banks,3,environment.,6,2-level,9
3080,"america),",3,welcoming!,6,previous,9
3081,residential.,3,pull-out,6,energy,9
3082,amenities:,3,coordinating,6,lights.,9
3083,phenomenal,3,woke,6,do!,9
3084,ny,3,morning!,6,(please,9
3085,store),3,guidance,6,hoping,9
3086,"depot,",3,"well-equipped,",6,basketball,9
3087,kenilworth,3,loft.,6,blks,9
3088,aquatic,3,certain,6,country,9
3089,artist,3,saturday,6,trinity,9
3090,stylish,3,stocked.,6,codes,9
3091,"universities,",3,fabulous.,6,neighborhoods!,9
3092,recreational,3,hold,6,ivy,9
